-10	-1,84E-07
-9,85	-1,87E-07
-9,7	-1,85E-07
-9,55	-1,79E-07
-9,4	-1,86E-07
-9,25	-1,82E-07
-9,1	-1,87E-07
-8,95	-1,89E-07
-8,8	-1,84E-07
-8,65	-1,84E-07
-8,5	-1,85E-07
-8,35	-1,87E-07
-8,2	-1,87E-07
-8,05	-1,86E-07
-7,9	-1,92E-07
-7,75	-1,79E-07
-7,6	-1,87E-07
-7,45	-1,83E-07
-7,3	-1,84E-07
-7,15	-1,82E-07
-7	-1,86E-07
-6,85	-1,86E-07
-6,7	-1,85E-07
-6,55	-1,86E-07
-6,405	-1,85E-07
-6,255	-1,85E-07
-6,105	-1,81E-07
-5,955	-1,79E-07
-5,805	-1,75E-07
-5,655	-1,86E-07
-5,505	-1,81E-07
-5,355	-1,85E-07
-5,205	-1,84E-07
-5,055	-1,84E-07
-4,905	-1,83E-07
-4,755	-1,82E-07
-4,605	-1,84E-07
-4,455	-1,80E-07
-4,305	-1,83E-07
-4,155	-1,88E-07
-4,005	-1,84E-07
-3,855	-1,84E-07
-3,705	-1,80E-07
-3,555	-1,87E-07
-3,405	-1,83E-07
-3,255	-1,82E-07
-3,105	-1,84E-07
-2,955	-1,89E-07
-2,805	-1,91E-07
-2,655	-1,93E-07
-2,505	-1,92E-07
-2,355	-1,92E-07
-2,205	-1,89E-07
-2,055	-1,86E-07
-1,905	-1,85E-07
-1,755	-1,86E-07
-1,605	-1,86E-07
-1,455	-1,87E-07
-1,305	-1,85E-07
-1,155	-1,83E-07
-1,005	-1,80E-07
-0,855	-1,81E-07
-0,705	-1,84E-07
-0,555	-1,79E-07
-0,405	-1,75E-07
-0,255	-1,80E-07
-0,105	-1,75E-07
0,045	-1,78E-07
0,195	-1,73E-07
0,345	-1,75E-07
0,495	-1,72E-07
0,64	-1,63E-07
0,79	-1,65E-07
0,94	-1,63E-07
1,09	-1,63E-07
1,24	-1,70E-07
1,39	-1,66E-07
1,54	-1,64E-07
1,69	-1,68E-07
1,84	-1,64E-07
1,99	-1,59E-07
2,14	-1,64E-07
2,29	-1,61E-07
2,44	-1,56E-07
2,59	-1,55E-07
2,74	-1,56E-07
2,89	-1,58E-07
3,04	-1,57E-07
3,19	-1,53E-07
3,34	-1,55E-07
3,49	-1,49E-07
3,64	-1,46E-07
3,79	-1,44E-07
3,94	-1,43E-07
4,09	-1,44E-07
4,24	-1,39E-07
4,39	-1,35E-07
4,54	-1,38E-07
4,69	-1,32E-07
4,84	-1,32E-07
4,99	-1,27E-07
5,14	-1,27E-07
5,29	-1,24E-07
5,44	-1,20E-07
5,59	-1,13E-07
5,74	-1,15E-07
5,89	-1,09E-07
6,04	-1,08E-07
6,19	-1,03E-07
6,34	-1,02E-07
6,49	-9,65E-08
6,64	-8,90E-08
6,79	-9,23E-08
6,94	-8,56E-08
7,09	-8,27E-08
7,24	-8,18E-08
7,39	-7,51E-08
7,535	-6,88E-08
7,685	-6,67E-08
7,835	-5,75E-08
7,985	-5,45E-08
8,135	-5,03E-08
8,285	-4,53E-08
8,435	-3,01E-08
8,585	-3,10E-08
8,735	-2,38E-08
8,885	-2,17E-08
9,035	-1,75E-08
9,185	-1,15E-09
9,335	3,05E-09
9,485	1,40E-08
9,635	1,73E-08
9,785	2,74E-08
9,935	3,33E-08
10,085	3,88E-08
10,235	5,18E-08
10,385	6,23E-08
10,535	6,99E-08
10,685	8,16E-08
10,835	9,30E-08
10,985	1,03E-07
11,135	1,16E-07
11,285	1,31E-07
11,435	1,40E-07
11,585	1,54E-07
11,735	1,63E-07
11,885	1,79E-07
12,035	1,89E-07
12,185	2,06E-07
12,335	2,25E-07
12,485	2,38E-07
12,635	2,54E-07
12,785	2,69E-07
12,935	2,88E-07
13,085	3,05E-07
13,235	3,17E-07
13,385	3,40E-07
13,535	3,55E-07
13,685	3,75E-07
13,835	3,94E-07
13,985	4,18E-07
14,135	4,38E-07
14,285	4,61E-07
14,435	4,85E-07
14,58	5,04E-07
14,73	5,33E-07
14,88	5,51E-07
15,03	5,74E-07
15,18	6,03E-07
15,33	6,30E-07
15,48	6,56E-07
15,63	6,86E-07
15,78	7,22E-07
15,93	7,48E-07
16,08	7,81E-07
16,23	8,13E-07
16,38	8,45E-07
16,53	8,84E-07
16,68	9,15E-07
16,83	9,53E-07
16,98	9,89E-07
17,13	1,03E-06
17,28	1,07E-06
17,43	1,11E-06
17,58	1,15E-06
17,73	1,19E-06
17,88	1,24E-06
18,03	1,28E-06
18,18	1,32E-06
18,33	1,37E-06
18,48	1,41E-06
18,63	1,46E-06
18,78	1,51E-06
18,93	1,56E-06
19,08	1,62E-06
