0			-1,28254906694991E-11	-1,59191632098654E-10	-3,15541148765419E-9	-1,48767984597953E-8	-4,42671570510811E-8	-1,23101699500694E-7	-2,86976387542381E-7	-5,96355903326184E-7	-1,1147258192068E-6	-1,90183152426471E-6	-3,01705790661799E-6
0,0595000013709068	4,56947120142104E-8	9,03003041230477E-8	1,50809412957642E-7	2,28464259066641E-7	3,16535931688122E-7	3,90850431131184E-7	4,10089143088044E-7	3,86285222475635E-7	1,75699327087386E-7	-2,49381002959126E-7	-1,04857303995232E-6
0,119499996304512	9,03180037425955E-8	1,7873195190532E-7	3,0176821042005E-7	4,67694917460904E-7	6,73706949783082E-7	9,09190362108347E-7	1,14294721242914E-6	1,34295908083004E-6	1,43157444654207E-6	1,35868629058677E-6	9,02898307231226E-7
0,179000005125999	1,33941853164288E-7	2,65274991306796E-7	4,4987601199864E-7	7,00425573540997E-7	1,0237832839266E-6	1,41153122967808E-6	1,83737176939758E-6	2,26999372898717E-6	2,63914353126893E-6	2,89867671199318E-6	2,83593658423342E-6
0,238999992609024	1,76875502688745E-7	3,50506155655239E-7	5,93502988976979E-7	9,32155501232046E-7	1,37106644615415E-6	1,91065805665858E-6	2,52833524427842E-6	3,1925317216519E-6	3,84265558750485E-6	4,43198723587557E-6	4,76423929285374E-6
0,298500001430511	2,18376570160217E-7	4,33002156796647E-7	7,3489098895152E-7	1,15769194053428E-6	1,70965631696163E-6	2,39803966906038E-6	3,20341700899007E-6	4,09555877922685E-6	5,03480623592623E-6	5,95707297179615E-6	6,7093487814418E-6
0,358000010251999	2,59025142668179E-7	5,11591792928812E-7	8,73967849202018E-7	1,37998176796827E-6	2,04398725145438E-6	2,87957209366141E-6	3,87174441129901E-6	4,99008228871389E-6	6,20054561295547E-6	7,4466429396125E-6	8,5793990365346E-6
0,418000012636185	2,99221852628762E-7	5,91327648180595E-7	1,01214675396477E-6	1,60136767135555E-6	2,37757762988622E-6	3,36062703354401E-6	4,53940992883872E-6	5,88751117902575E-6	7,36947640689323E-6	8,93853848538129E-6	1,04551618278492E-5
0,47749999165535	3,38358830731522E-7	6,69140604259155E-7	1,14713805032807E-6	1,81813641120243E-6	2,70481382358412E-6	3,83348015020601E-6	5,19382820129977E-6	6,76866056892322E-6	8,52065113576828E-6	1,04100108728744E-5	1,23060117402929E-5
0,537500023841858	3,76876982954855E-7	7,4586756682038E-7	1,28067017612921E-6	2,03292688638612E-6	3,02971534438257E-6	4,30362433689879E-6	5,84656663704664E-6	7,64585638535209E-6	9,66840070759645E-6	1,18791522254469E-5	1,41529426400666E-5
0,597000002861023	4,14116442470913E-7	8,20207674223639E-7	1,41033547151892E-6	2,2420467757911E-6	3,34667311108205E-6	4,76282457384514E-6	6,48415880277753E-6	8,5039910118212E-6	1,07932501123287E-5	1,33179783006199E-5	1,59636219905224E-5
0,656499981880188	4,50520019512624E-7	8,93045864813757E-7	1,53775010858226E-6	2,44795774051454E-6	3,65913615496538E-6	5,21016363563831E-6	7,11548500476056E-6	9,35333537199767E-6	1,19075675684144E-5	1,47440641740104E-5	1,77602287294576E-5
0,716499984264374	4,86582337089203E-7	9,65362573879247E-7	1,66460461059614E-6	2,6531963612797E-6	3,97125631934614E-6	5,66255312151043E-6	7,74728232499911E-6	1,02053372756927E-5	1,30249845824437E-5	1,61764837685041E-5	1,95636948774336E-5
0,776000022888184	5,22961215665418E-7	1,03579839105805E-6	1,78847494680667E-6	2,85419105239271E-6	4,27756322096684E-6	6,10752749707899E-6	8,36901836009929E-6	1,10439150375896E-5	1,41260452437564E-5	1,75884833879536E-5	2,13421990338247E-5
0,836000025272369	5,57371549803065E-7	1,10521420992882E-6	1,90747050510254E-6	3,05330468108878E-6	4,58186104879132E-6	6,54998211757629E-6	8,98800954018952E-6	1,18787856990821E-5	1,5224004528136E-5	1,89973416127032E-5	2,31203503062716E-5
0,895500004291534	5,90723686855199E-7	1,17252113795985E-6	2,02607088795048E-6	3,24729580825078E-6	4,87851684738416E-6	6,98190933690057E-6	9,59256794885732E-6	1,26966533571249E-5	1,6299529306707E-5	2,03794297704007E-5	2,48637516051531E-5
