0			-9,56629220283389E-12	-1,45908174431497E-9	-1,86637265642275E-8	-1,18840233653827E-7	-4,38803965607804E-7	-1,10977316580829E-6	-2,21969912672648E-6	-4,38826145909843E-6	-6,9085676841496E-6	-9,53760809352389E-6	-1,36876005853992E-5
0,170000001788139	6,2683042090228E-10	4,48677806019759E-9	4,06377154149595E-9	-4,70797516527455E-8	-2,4225835204561E-7	-7,55996381940349E-7	-1,69492727764009E-6	-3,0584978958359E-6	-5,30110446561594E-6	-7,57955376684549E-6	-1,09456304926425E-5
0,340000003576279	1,22675025693297E-9	9,49435197128423E-9	2,23734559767763E-8	7,46975015175622E-9	-1,13882315133651E-7	-4,84691042856866E-7	-1,18877449040156E-6	-2,21926438825903E-6	-3,68049791177327E-6	-5,66927565159858E-6	-8,26082305138698E-6
0,509999990463257	1,78506076586871E-9	1,40793430247754E-8	3,93515122709687E-8	5,84888013577256E-8	9,92825910373085E-9	-2,02848582375736E-7	-7,00350540228101E-7	-1,40605220622092E-6	-2,41615248341986E-6	-3,70488191947516E-6	-5,63608227821533E-6
0,680000007152557	2,32144237166665E-9	1,83080910431954E-8	5,51839818285771E-8	1,06603934568739E-7	1,27538356764489E-7	4,56563533646204E-8	-1,97952445546434E-7	-6,15907367773616E-7	-1,18406467208843E-6	-1,91279923456023E-6	-2,98122859021532E-6
0,850000023841858	2,82639467386048E-9	2,22179199482753E-8	6,99735878129104E-8	1,52307649159411E-7	2,4047650981629E-7	2,83585791294172E-7	2,50360528752935E-7	1,77672703216558E-7	5,42166240791175E-8	-1,28061245163735E-7	-4,90516811169073E-7
1,01999998092651	3,31056360103332E-9	2,58501824390578E-8	8,40965554971262E-8	1,95818216752741E-7	3,49043659753079E-7	5,16216800861002E-7	6,91329091750958E-7	9,21218031635362E-7	1,21691880394792E-6	1,58241664394154E-6	1,95481106857187E-6
1,19000005722046	3,7681382458743E-9	2,92363502296666E-8	9,74351834770459E-8	2,37311752471214E-7	4,53463428584655E-7	7,36061053885351E-7	1,10830194444134E-6	1,62972639827785E-6	2,33667265092663E-6	3,24415441355086E-6	4,36097752753994E-6
1,36000001430511	4,20425028124782E-9	3,23876285790448E-8	1,1005992206492E-7	2,76800847132108E-7	5,50140725863457E-7	9,48992067151266E-7	1,51355516209151E-6	2,32109505304834E-6	3,43263059221499E-6	4,8740712372819E-6	6,69630753691308E-6
1,52999997138977	4,61771287874058E-9	3,5333993508857E-8	1,21975602951352E-7	3,14485134822462E-7	6,45579177671607E-7	1,15542070489028E-6	1,90820082934806E-6	2,99655289381917E-6	4,50652441941202E-6	6,44879492028849E-6	9,00566101336153E-6
1,70000004768372	5,016670190372E-9	3,8085083531314E-8	1,33266894408735E-7	3,50405258586761E-7	7,37479979306954E-7	1,35559469072177E-6	2,29240617954929E-6	3,65706728189252E-6	5,53124391444726E-6	8,01296846475452E-6	1,12769894258236E-5
